Symbol	Company Name	Industry	Market Cap			
EVRG	Evergy	Electric Utilities	13.63B			
EVRI	Everi Holdings	"Hotels, Restaurants & Leisure"	1.54B			
EVTC	Evertec	IT Services	2.25B			
EVTL	Vertical Aerospace	Aerospace & Defense	833.14M			
EVTV	Envirotech Vehicles	Auto Manufacturers	44.48M			
EW	Edwards Lifesciences	Health Care Equipment & Supplies	46.15B			
EWBC	East West Bancorp	Banks	10.44B			
EWCZ	European Wax Center	Household & Personal Products	674.00M			
EWTX	Edgewise Therapeutics	Biotechnology	677.65M			
EXAI	Exscientia	Biotechnology	961.32M			
EXAS	Exact Sciences	Biotechnology	8.23B			
EXC	Exelon	Electric Utilities	38.87B			
EXEL	Exelixis	Biotechnology	5.42B			
EXFY	Expensify	Software-Application	744.63M			
EXK	Endeavour Silver	Metals & Mining	670.66M			
EXLS	ExlService Holdings	IT Services	6.07B			
EXN	Excellon Resources	Other Industrial Metals & Mining	13.22M			
EXP	Eagle Materials	Construction Materials	4.93B			
EXPD	Expeditors International of Washington	Air Freight & Logistics	17.81B			
EXPE	Expedia Group	Internet & Direct Marketing Retail	15.48B			
EXPI	eXp World Holdings	Real Estate Management & Development	2.11B			
EXPO	Exponent	Professional Services	5.13B			
EXPR	Express	Specialty Retail	88.72M			
EXR	Extra Space Storage	Equity Real Estate Investment Trusts ...	21.20B			
EXTR	Extreme Networks	Communications Equipment	2.36B			
EYE	National Vision Holdings	Specialty Retail	3.23B			
EYEN	Eyenovia	Pharmaceuticals	63.64M			
EYPT	EyePoint Pharmaceuticals	Pharmaceuticals	157.80M			
EZFL	EzFill Holdings	Software-Application	14.57M			
EZGO	EZGO Technologies	Recreational Vehicles	9.71M			
EZPW	EZCORP	Consumer Finance	518.06M			
F	Ford Motor Company	Automobiles	57.27B			
FA	First Advantage	Specialty Business Services	1.87B			
FACA	Figure Acquisition I	Blank Check / SPAC	287.64M			
FACT	Freedom Acquisition I	Blank Check / SPAC	344.31M			
FAF	First American Financial	Insurance	5.72B			
FAMI	Farmmi	Food Products	12.18M			
FANG	Diamondback Energy	"Oil, Gas & Consumable Fuels"	28.93B			
FANH	Fanhua	Insurance	264.28M			
FARM	Farmer Brothers Company	Food Products	112.19M			
FARO	FARO Technologies	"Electronic Equipment, Instruments & C..."	644.71M			
FAST	Fastenal Company	Trading Companies & Distributors	29.67B			
FAT	FAT Brands	"Hotels, Restaurants & Leisure"	111.76M			
FATBB	FAT Brands	"Hotels, Restaurants & Leisure"	8.26M			
FATE	Fate Therapeutics	Biotechnology	2.23B			
FATH	Fathom Digital Manufacturing	Shell Companies	159.53M			
FATP	Fat Projects Acquisition	Blank Check / SPAC	112.88M			
FAZE	FaZe Holdings	Internet Content & Information	213.17M			
FBC	Flagstar Bancorp	Thrifts & Mortgage Finance	2.15B			
FBHS	Fortune Brands Home & Security	Building Products	8.62B			
FBIO	Fortress Biotech	Biotechnology	86.75M			
FBIZ	First Business Financial Services	Banks	330.76M			
FBK	FB Financial	Banks	2.01B			
FBMS	The First Bancshares	Banks	813.58M			
FBNC	First Bancorp	Banks	1.66B			
FBP	First BanCorp - Puerto Rico	Banks	2.89B			
FBRT	Franklin BSP Realty Trust	REIT-Mortgage	1.21B			
FBRX	Forte Biosciences	Biotechnology	20.34M			
FC	Franklin Covey Company	Professional Services	670.59M			
FCAP	First Capital	Banks	81.14M			
FCAX	Fortress Capital Acquisition	Blank Check / SPAC	401.20M			
FCBC	First Community Bancshares	Banks	617.57M			
FCCO	First Community	Banks	155.24M			
FCEL	FuelCell Energy	Electrical Equipment	1.48B			
FCF	First Commonwealth Financial	Banks	1.38B			
FCFS	FirstCash Holdings	Consumer Finance	4.34B			
FCN	FTI Consulting	Professional Services	5.53B			
FCNCA	First Citizens BancShares	Banks	11.23B			
FCPT	Four Corners Property Trust	Equity Real Estate Investment Trusts ...	2.26B			
FCRD	First Eagle Alternative Capital BDC	Asset Management	125.07M			
FCUV	Focus Universal	"Electronic Equipment, Instruments & C..."	580.39M			
FCX	Freeport-McMoRan	Metals & Mining	54.37B			
FDBC	Fidelity D&D Bancorp	Banks	263.59M			
FDMT	4D Molecular Therapeutics	Biotechnology	405.23M			
FDP	Fresh Del Monte Produce	Food Products	1.34B			
FDS	FactSet Research Systems	Capital Markets	16.05B			
FDUS	Fidus Investment	Capital Markets	493.15M			
FDX	FedEx	Air Freight & Logistics	45.70B			
FE	FirstEnergy	Electric Utilities	21.70B			
FEAM	5E Advanced Materials	Specialty Chemicals	546.34M			
FEDU	Four Seasons Education (Cayman)	Diversified Consumer Services	17.78M			
FEIM	Frequency Electronics	"Electronic Equipment, Instruments & C..."	49.36M			
FELE	Franklin Electric Co.	Machinery	3.86B			
FEMY	Femasys	Medical Instruments & Supplies	14.29M			
FENC	Fennec Pharmaceuticals	Biotechnology	214.27M			
FENG	Phoenix New Media	Interactive Media & Services	53.22M			
FERG	Ferguson	Industrial Distribution	25.17B			
FET	Forum Energy Technologies	Energy Equipment & Services	170.77M			
FEXD	Fintech Ecosystem Development	Shell Companies	116.50M			
FF	FutureFuel	Chemicals	361.48M			
FFBC	First Financial Bancorp	Banks	2.44B			
FFBW	"FFBW, Inc."	Thrifts & Mortgage Finance	64.71M			
FFHL	Fuwei Films (Holdings) Co.	Chemicals	24.49M			
FFIC	Flushing Financial	Banks	622.09M			
FFIE	Faraday Future Intelligent Electric	Automobiles	214.45M			
FFIN	First Financial Bankshares	Banks	5.40B			
FFIV	F5 Networks	Communications Equipment	8.97B			
FFNW	First Financial Northwest	Banks	137.37M			
FFWM	First Foundation	Banks	864.99M			
FGBI	First Guaranty Bancshares	Banks	266.63M			
FGEN	FibroGen	Biotechnology	1.46B			
FGF	FG Financial Group	Insurance	23.02M			
FGI	FGI Industries	"Furnishings, Fixtures & Appliances"	22.90M			
FGMC	FG Merger	Shell Companies	102.59M			
FHB	First Hawaiian	Banks	3.42B			
FHI	Federated Hermes	Asset Management	3.15B			
FHLT	Future Health ESG	Shell Companies	252.00M			
FHN	First Horizon	Banks	13.03B			
FHS	First High-School Education Group Co.	Education & Training Services	7.99M			
FHTX	Foghorn Therapeutics	Biotechnology	353.09M			
FIAC	Focus Impact Acquisition	Blank Check / SPAC	230.92M			
FIBK	First Interstate BancSystem	Banks	4.60B			
FICO	Fair Isaac	Software	15.34B			
FICV	Frontier Investment	Shell Companies	198.40M			
FIGS	"FIGS, Inc."	Apparel Manufacturing	1.10B			
FINM	Marlin Technology	Shell Companies	415.24M			
FINV	FinVolution Group	Consumer Finance	1.37B			
FINW	FinWise Bancorp	Banks-Regional	117.71M			
FIP	FTAI Infrastructure	Conglomerates	262.38M			
FIS	Fidelity National Information Services	IT Services	38.81B			
FISI	Financial Institutions	Banks	374.77M			
FISV	Fiserv	IT Services	63.80B			
FITB	Fifth Third Bancorp	Banks	25.29B			
FIVE	Five Below	Specialty Retail	8.59B			
FIVN	Five9	Software	4.48B			
FIX	Comfort Systems USA	Construction & Engineering	4.35B			
FIXX	Homology Medicines	Biotechnology	86.10M			
FIZZ	National Beverage	Beverages	4.55B			
FKWL	Franklin Wireless	Communications Equipment	38.91M			
FL	Foot Locker	Specialty Retail	3.11B			
FLAC	Frazier Lifesciences Acquisition	Blank Check / SPAC	140.22M			
FLAG	First Light Acquisition Group	Blank Check / SPAC	230.00M			
FLEX	Flex Ltd.	"Electronic Equipment, Instruments & C..."	9.08B			
FLFV	Feutune Light Acquisition	Blank Check / SPAC	104.06M			
FLGC	Flora Growth	Drug Manufacturers-Specialty & Generic	44.22M			
FLGT	Fulgent Genetics	Health Care Providers & Services	1.16B			
FLIC	The First of Long Island Corporation	Banks	405.14M			
FLJ	FLJ Group	Real Estate Services	229.32M			
FLL	Full House Resorts	"Hotels, Restaurants & Leisure"	249.39M			
FLME	Flame Acquisition	Blank Check / SPAC	288.36M			
FLNC	Fluence Energy	Utilities-Renewable	1.72B			
FLNG	Flex LNG	Marine	1.81B			
FLNT	Fluent	Media	93.54M			
FLO	Flowers Foods	Food Products	5.70B			
FLR	Fluor	Construction & Engineering	4.76B			
FLS	Flowserve	Machinery	4.28B			
FLT	FleetCor Technologies	IT Services	14.74B			
FLUX	Flux Power Holdings	Electrical Equipment	75.51M			
FLWS	1-800-Flowers.com	Internet & Direct Marketing Retail	341.93M			
FLXS	Flexsteel Industries	Household Durables	79.31M			
FLYA	Soar Technology Acquisition	Blank Check / SPAC	238.28M			
FLYW	Flywire	Information Technology Services	2.25B			
FMAO	Farmers & Merchants Bancorp	Banks	393.23M			
FMBH	First Mid Bancshares	Banks	696.57M			
FMC	FMC Corporation	Chemicals	15.82B			
FMIV	Forum Merger IV	Shell Companies	344.13M			
FMNB	Farmers National Banc	Banks	504.76M			
FMS	Fresenius Medical Care AG & Co.	Health Care Providers & Services	9.06B			
FMX	Fomento Economico Mexicano	Beverages	27.56B			
FN	Fabrinet	"Electronic Equipment, Instruments & C..."	4.63B			
FNA	Paragon 28	Medical Devices	1.54B			
FNB	F.N.B.	Banks	4.90B			
FNCB	FNCB Bancorp	Banks	159.22M			
FNCH	Finch Therapeutics Group	Biotechnology	51.27M			
FND	Floor & Decor Holdings	Specialty Retail	8.73B			
FNF	Fidelity National Financial	Insurance	11.75B			
FNGR	FingerMotion	Telecom Services	279.00M			
FNHC	FedNat Holding Company	Insurance	315.35K			
FNKO	Funko	Distributors	467.12M			
FNLC	"First Bancorp, Inc. - Maine"	Banks	345.73M			
FNV	Franco-Nevada	Metals & Mining	27.15B			
FNVT	Finnovate Acquisition	Blank Check / SPAC	176.61M			
FNWB	First Northwest Bancorp	Banks	153.66M			
FNWD	Finward Bancorp	Banks-Regional	136.46M			
FOA	Finance of America Companies	Credit Services	88.33M			
FOCS	Focus Financial Partners	Capital Markets	2.63B			
FOLD	Amicus Therapeutics	Biotechnology	3.16B			
FONR	Fonar	Health Care Equipment & Supplies	116.99M			
FOR	Forestar Group	Real Estate Management & Development	687.68M			
FORA	Forian	Health Information Services	112.62M			
FORD	Forward Industries	"Textiles, Apparel & Luxury Goods"	12.17M			
FORG	ForgeRock	Software-Infrastructure	1.07B			
FORM	FormFactor	Semiconductors & Semiconductor Equipment	1.71B			
FORR	Forrester Research	Professional Services	655.20M			
FORTY	Formula Systems (1985)	IT Services	1.26B			
FOSL	Fossil Group	"Textiles, Apparel & Luxury Goods"	236.33M			
FOUR	Shift4 Payments	IT Services	2.42B			
FOX	Fox Corporation	Media	6.91B			
FOXA	Fox Corporation	Media	9.23B			
FOXF	Fox Factory Holding	Auto Components	4.37B			
FOXO	FOXO Technologies	Health Information Services	17.51M			
FOXW	FoxWayne Enterprises Acquisition	Blank Check / SPAC	14.15M			
FPAC	Far Peak Acquisition	Blank Check / SPAC	596.40M			
FPAY	FlexShopper	Diversified Financial Services	26.36M			
FPH	Five Point Holdings LLC	Real Estate Management & Development	146.43M			
FPI	Farmland Partners	Equity Real Estate Investment Trusts ...	749.99M			
FR	First Industrial Realty Trust	Equity Real Estate Investment Trusts ...	6.58B			
FRAF	Franklin Financial Services	Banks	139.35M			
FRBA	First Bank	Banks	290.81M			
FRBK	Republic First Bancorp	Banks	172.23M			
FRBN	Forbion European Acquisition	Blank Check / SPAC	129.16M			
FRC	First Republic Bank	Banks	23.59B			
FRD	Friedman Industries	Metals & Mining	69.34M			
FREE	Whole Earth Brands	Packaged Foods	134.75M			
FREQ	Frequency Therapeutics	Biotechnology	83.22M			
FREY	FREYR Battery	Electrical Equipment & Parts	1.61B			
FRG	Franchise Group	Diversified Consumer Services	1.04B			
FRGE	Forge Global Holdings	Software-Application	276.01M			
FRGI	Fiesta Restaurant Group	"Hotels, Restaurants & Leisure"	180.41M			
FRGT	Freight Technologies	Software-Application	2.10M			
FRHC	Freedom Holding	Capital Markets	3.62B			
FRLA	Fortune Rise Acquisition	Blank Check / SPAC	106.60M			
FRLN	Freeline Therapeutics Holdings	Biotechnology	44.82M			
FRME	First Merchants	Banks	2.55B			
FRO	Frontline	"Oil, Gas & Consumable Fuels"	2.98B			
FROG	JFrog	Software	2.39B			
FRON	Frontier Acquisition	Blank Check / SPAC	236.60M			
FRPH	FRP Holdings	Real Estate Management & Development	548.96M			
FRPT	Freshpet	Food Products	3.32B			
FRSG	First Reserve Sustainable Growth	Shell Companies	221.11M			
FRSH	Freshworks	Software	2.37B			
FRST	Primis Financial	Banks	311.09M			
FRSX	Foresight Autonomous Holdings	Auto Components	35.51M			
FRT	Federal Realty Investment Trust	Equity Real Estate Investment Trusts ...	8.75B			
FRTX	Fresh Tracks Therapeutics	Biotechnology	5.40M			
FRW	PWP Forward Acquisition I	Blank Check / SPAC	212.06M			
FRXB	Forest Road Acquisition II	Blank Check / SPAC	348.60M			
FRZA	Forza X1	Recreational Vehicles	18.71M			
FSBC	Five Star Bancorp	Banks-Regional	505.31M			
FSBW	FS Bancorp	Thrifts & Mortgage Finance	253.90M			
FSEA	First Seacoast Bancorp	Thrifts & Mortgage Finance	63.32M			
FSFG	First Savings Financial Group	Banks	159.54M			
FSI	Flexible Solutions International	Chemicals	37.90M			
FSK	FS KKR Capital	Capital Markets	5.57B			
FSLR	First Solar	Semiconductors & Semiconductor Equipment	16.04B			
FSLY	Fastly	IT Services	1.23B			
FSM	Fortuna Silver Mines	Metals & Mining	1.02B			
FSNB	Fusion Acquisition II	Blank Check / SPAC	497.00M			
FSP	Franklin Street Properties	Equity Real Estate Investment Trusts ...	297.32M			
FSR	Fisker	Automobiles	1.41B			
FSRD	Fast Radius	Software-Infrastructure	18.38M			
FSRX	FinServ Acquisition II	Blank Check / SPAC	305.54M			
FSS	Federal Signal	Machinery	2.95B			
FSSI	Fortistar Sustainable Solutions	Shell Companies	259.27M			
FSTR	L.B. Foster Company	Machinery	138.59M			
FSTX	F-star Therapeutics	Biotechnology	101.23M			
FSV	FirstService	Real Estate Management & Development	5.75B			
FTAA	FTAC Athena Acquisition	Blank Check / SPAC	256.60M			
FTAI	Fortress Transportation & Infrastructure Investors LLC	Trading Companies & Distributors	1.79B			
FTCH	Farfetch	Internet & Direct Marketing Retail	3.47B			
FTCI	FTC Solar	Solar	262.58M			
FTCV	FinTech Acquisition V	Blank Check / SPAC	256.91M			
FTDR	Frontdoor	Diversified Consumer Services	2.04B			
FTEK	Fuel Tech	Commercial Services & Supplies	37.87M			
FTEV	FinTech Evolution Acquisition Group	Blank Check / SPAC	273.83M			
FTFT	Future FinTech Group	Food Products	29.98M			
FTHM	Fathom Holdings	Real Estate Management & Development	70.60M			
FTI	TechnipFMC	Energy Equipment & Services	5.28B			
FTII	FutureTech II Acquisition	Blank Check / SPAC	122.69M			
FTK	Flotek Industries	Chemicals	90.62M			
FTNT	Fortinet	Software	43.85B			
FTPA	FTAC Parnassus Acquisition	Blank Check / SPAC	255.36M			
FTS	Fortis	Electric Utilities	19.36B			
FTV	Fortive	Machinery	24.23B			
FTVI	FinTech Acquisition VI	Blank Check / SPAC	256.95M			
FUBO	FuboTV	Software	701.21M			
FUL	H.B. Fuller Company	Chemicals	4.01B			
FULC	Fulcrum Therapeutics	Pharmaceuticals	371.56M			
FULT	Fulton Financial	Banks	3.11B			
FUN	"Cedar Fair,"	"Hotels, Restaurants & Leisure"	2.19B			
FUNC	First United	Banks	122.33M			
FURY	Fury Gold Mines	Other Industrial Metals & Mining	59.93M			
FUSB	First US Bancshares	Banks	49.87M			
FUSN	Fusion Pharmaceuticals	Biotechnology	105.10M			
FUTU	Futu Holdings	Capital Markets	6.70B			
FUV	Arcimoto	Automobiles	29.18M			
FVCB	FVCBankcorp	Banks	282.77M			
FVIV	Fortress Value Acquisition IV	Blank Check / SPAC	651.63M			
FVRR	Fiverr International	Internet & Direct Marketing Retail	1.45B			
FVT	Fortress Value Acquisition III	Blank Check / SPAC	230.46M			
FWAC	Fifth Wall Acquisition III	Blank Check / SPAC	282.65M			
FWBI	First Wave BioPharma	Biotechnology	2.27M			
FWONA	Liberty Media Formula One Group	Entertainment	1.26B			
FWP	Forward Pharma	Biotechnology	22.55M			
FWRD	Forward Air	Air Freight & Logistics	3.09B			
FWRG	First Watch Restaurant Group	Restaurants	920.55M			
FXCO	Financial Strategies Acquisition	Blank Check / SPAC	109.49M			
FXLV	F45 Training Holdings	Leisure	336.76M			
FXNC	First National	Banks	116.54M			
FYBR	Frontier Communications Parent	Telecom Services	5.97B			
FZT	FAST Acquisition II	Blank Check / SPAC	219.78M			
G	Genpact	IT Services	8.31B			
GABC	German American Bancorp	Banks	1.16B			
GACQ	Global Consumer Acquisition	Blank Check / SPAC	236.08M			
GAIA	"Gaia, Inc."	Entertainment	43.14M			
GAIN	Gladstone Investment	Capital Markets	467.61M			
GALT	Galectin Therapeutics	Biotechnology	72.62M			
GAMB	Gambling.com Group	Gambling	328.73M			
GAMC	Golden Arrow Merger	Shell Companies	287.79M			
GAME	Engine Gaming & Media	Software	9.40M			
GAN	GAN Limited	Gambling	71.11M			
GANX	Gain Therapeutics	Biotechnology	38.15M			
GAPA	G&P Acquisition	Blank Check / SPAC	176.05M			
GAQ	Generation Asia I Acquisition	Blank Check / SPAC	218.20M			
GASS	StealthGas	"Oil, Gas & Consumable Fuels"	123.39M			
GATE	Marblegate Acquisition	Blank Check / SPAC	311.26M			
GATO	Gatos Silver	Other Precious Metals & Mining	268.93M			
GATX	GATX Corporation	Trading Companies & Distributors	3.82B			
GAU	Galiano Gold	Metals & Mining	126.19M			
GB	Global Blue Group Holding AG	Software-Infrastructure	742.04M			
GBBK	Global Blockchain Acquisition	Blank Check / SPAC	218.58M			
GBCI	Glacier Bancorp	Banks	6.38B			
GBDC	Golub Capital BDC	Capital Markets	2.27B			
GBIO	Generation Bio Co.	Biotechnology	383.28M			
GBLI	"Global Indemnity Group, LLC"	Insurance	261.80M			
GBNH	Greenbrook TMS	Medical Care Facilities	78.79M			
GBNY	Generations Bancorp NY	Banks-Regional	26.04M			
GBR	New Concept Energy	"Oil, Gas & Consumable Fuels"	6.36M			
GBRG	Goldenbridge Acquisition	Blank Check / SPAC	78.16M			
GBTG	Global Business Travel Group	Software-Application	282.45M			
GBX	The Greenbrier Companies	Machinery	1.27B			
GCBC	Greene County Bancorp	Thrifts & Mortgage Finance	593.81M			
GCI	Gannett Co.	Publishing	333.38M			
GCMG	GCM Grosvenor	Asset Management	1.66B			
GCO	Genesco	Specialty Retail	638.56M			
GCT	GigaCloud Technology	Software-Infrastructure	201.63M			
GCTK	GlucoTrack	Medical Instruments & Supplies	27.39M			
GD	General Dynamics	Aerospace & Defense	66.75B			
GDDY	GoDaddy	IT Services	11.47B			
GDEN	Golden Entertainment	"Hotels, Restaurants & Leisure"	1.24B			
GDEV	Nexters	Electronic Gaming & Multimedia	1.26B			
GDNR	Gardiner Healthcare Acquisitions	Blank Check / SPAC	108.46M			
GDOT	Green Dot	Consumer Finance	1.04B			
GDRX	GoodRx Holdings	Health Care Technology	470.84M			
GDS	GDS Holdings	IT Services	2.54B			
GDST	Goldenstone Acquisition	Blank Check / SPAC	76.04M			
GDYN	Grid Dynamics Holdings	IT Services	979.01M			
GE	General Electric Company	Industrial Conglomerates	94.31B			
GECC	Great Elm Capital	Capital Markets	74.50M			
GEEX	Games & Esports Experience Acquisition	Blank Check / SPAC	203.40M			
GEF	Greif	Containers & Packaging	1.80B			
GEF.B	Greif	Packaging & Containers	1.66B			
GEG	Great Elm Group	Capital Markets	60.04M			
GEHI	Gravitas Education Holdings	Education & Training Services	27.37M			
GEL	Genesis Energy	"Oil, Gas & Consumable Fuels"	1.31B			
GEN	Gen Digital	Software	13.53B			
GENC	Gencor Industries	Machinery	117.84M			
GENE	Genetic Technologies	Life Sciences Tools & Services	17.62M			
GENI	Genius Sports	Interactive Media & Services	945.99M			
GENQ	Genesis Unicorn Capital	Shell Companies	91.18M			
GEO	The GEO Group	Equity Real Estate Investment Trusts ...	1.06B			
GEOS	Geospace Technologies	Energy Equipment & Services	61.20M			
GERN	Geron	Biotechnology	865.40M			
GES	Guess?	Specialty Retail	1.03B			
GET	Getnet Adquirencia E Servicos Para Meios De Pagamento	Software-Infrastructure	1.64B			
GETY	Getty Images Holdings	Internet Content & Information	1.69B			
GEVO	"Gevo, Inc."	"Oil, Gas & Consumable Fuels"	571.71M			
GFAI	Guardforce AI	Security & Protection Services	9.60M			
